"Transcription","Backchannel","Pair"
"parked van. Så du starter liksom på venstre, kommer rundt parked van og så opp. Og da skal du opp til der det står ailoments eller hva det står","0","41"
"ok","1","41"
"alott-, ja","1","41"
"eh og så skal du opp og så rett over det, ikke noe langt over","0","41"
"på venstre eller høyre siden?","0","41"
"på venstre side","0","41"
"på venstre siden av der jeg kom fra","0","41"
"mm","1","41"
"ok, over det, skal jeg inn over allot-","0","41"
"mm","1","41"
"ja","1","41"
"og da skal du på en måte rett over, bare sneie hodet på, haha, på de husene her, tett tett tett, og så skal den litt sånn skrått høyre","0","41"
"haha","1","41"
"skrått høyre","0","41"
"men ganske","0","41"
"skrått opp eller skrått ned eller?","0","41"
"bortover. Så hvis du tar bort bort bort, helt til du kommer på en måte i","0","41"
"jeg vil si, tre centimeter eller to og en halv centimeter over yacht club","0","41"
"ok, så d- bare rett bort da basically","0","41"
"ja","1","41"
"og så, da skal du fortsette bare sånn to og en halv centimeter ute, du fra malen på en måte, fra margen","0","41"
"mm","1","41"
"og så skal du opp, eh rett opp, mot monastery-et","0","41"
"mm","1","41"
"oi","0","41"
"mm","1","41"
"ok","0","41"
"går det bra? haha","0","41"
"nei, det var jo litt vanskelig da, haha, men det er greit, haha","0","41"
"haha","1","41"
"ok, haha, jeg tok den for langt ut, haha, sorry, men så skal du på en måte, og så skal du sneie monastery-et, du skal lage en liten sånn kappe til monastery-et, litt sånn som i den der lille prinsen boka","0","41"
"oi, haha, shit, haha","0","41"
"med eller mot klokken, holdt jeg på å si? rundt, rundt?","0","41"
"eh, fra høyre mot venstre","0","41"
"fra høyre på oversiden mot venstre?","0","41"
"ja, haha, på oversida mot venstre, haha","0","41"
"ok","1","41"
"oi, ja xxx","0","41"
"og så lager du en liten sånn dopp, du på en måte eh, det blir en eh liten h- hump over monastery-et, og så skal du lage litt sånn samme form etter monastery-et, så du, du sneier over monastery-et, så skal du lage en liten dump","0","41"
"åja, ja, mm mm","1","41"
"du sneier over så lager en du- en liten dump, når vi lagde den på høyresiden, men vi skal legge den på venstresiden eller opp?","0","41"
"vi skal legge den på venstresida av monastery","0","41"
"ja, ok greit","1","41"
"da lager vi en til","1","41"
"og så skal jeg?","0","41"
"opp til alpin garden, rett opp","0","41"
"ok dump, eh litt litt lenger bort","0","41"
"og da skal du på venstre side av alpin garden","0","41"
"ok, så skal rundt den da?","0","41"
"eh ja","1","41"
"så du skal opp på venstresida, og så skal du lage en sånn, litt sånn der kjapt hjørne der, og så tegner du","0","41"
"opp på venstresiden, opp","0","41"
"kjapt hjørne","0","41"
"ja","1","41"
"eh over alpin garden, og så stopper du før du liksom på slutten av alpin garden, så skal du rett opp over youth hostel, men også bare sånn på taket på youth hostel på en måte, du skal ikke noe langt over. Og så eh tar du over taket på youth hostel, og så eh når du xxx, du ser telephone box-en, ikke sant?","0","41"
"mm","1","41"
"xxx","1","41"
"mm","1","41"
"ja","1","41"
"nå skal du lage en skrå, ganske rett linje fra eh hjørnet på taket av youth hostel rett ned under t-en i telephone box","0","41"
"rett ned under t-en i telephone box","0","41"
"i telephone box, ja","1","41"
"og så skal du lage en veldig fin understrek på telephone box","0","41"
"hele veien ja, veldig fin","0","41"
"eh, og så etter x-en, så skal du ta ganske rett opp","0","41"
"vel- der, veldig fin","0","41"
"ja","1","41"
"og så skal du, og så s- da ser du den der mud hut-en som ligger over der, ikke sant?","0","41"
"mm","1","41"
"thatched mud hut","0","41"
"haha ja","1","41"
"greit","1","41"
"så du skal, haha, ta en litt sånn, bare bittelitt hellning til venstre først, så du får en litt sånn kurve over telephone box-en, og så skal du lage en fin sånn eh vei opp til thatched mud hut på venstre side av t-en der","0","41"
"haha","1","41"
"på venstre side forbi?","0","41"
"ja","1","41"
"og så?","0","41"
"og så opp rett under East Lake","0","41"
"opp rett under East Lake","0","41"
"og så til venstre på finish eh x hvis den, hvis du ser den. Nei, du har ikke finish x?","0","41"
"finner ingen finish","0","41"
"oh, ok ok","1","41"
"men du ser East Lake-en, ikke sant?","0","41"
"haha","1","41"
"jeg ser East Lake","0","41"
"ja","1","41"
"og da ser du at den East Lake-en, den har en sånn fin bue nederst, du skal følge","0","41"
"så nederst på venstre eller høyre side?","0","41"
"ja, på venstre","0","41"
"mm","1","41"
"så skal du på en måte eh fra thatched mud hut da, rett opp til den eh kanten på East Lake på en måte, og så skal du dra den eh litt bortover og følge linjen på East Lake, og så kanskje en halv centimeter til venstre der, og så slipper du, for der ligger x-en","0","41"
"mm","1","41"
"ok, så ved hjørnet der, en halv centimeter til?","0","41"
"ved hjørnet, men litt ut fra hjørnet, sånn halv centimeter ut fra det hjørnet, til venstre","0","41"
"ok, da tror jeg jeg er der","1","41"
"yes","1","41"
"da prøver vi å gjøre sånn, og så prøv-, trykker jeg enter, mener jeg å huske","0","41"
"mm","1","41"
"ja, sikkert","1","41"
"great job, time to switch seats","0","41"
"oh, det var ganske vanskelig","0","41"
"oh, haha, jeg slet","1","41"
"haha","1","41"
"eh, det ble mye stygge streker tror jeg, xxx","0","41"
"haha","1","41"
"det var utrolig fine streker på kartet","0","41"
"jeg trenger ikke dette kartet","0","41"
"ok","0","41"
"(kremt)","0","41"
"ok nice, nei men du ser starten helt oppe?","0","41"
"ja","1","41"
"den starter der da. Og så eh går den eh langs diamond mind nedover, og så ligger den som en slags strek under ordene diamond mind, og går til høyre","0","41"
"et par centimeter bortover rundt spring box","0","41"
"rundt, hva mener du da?","0","41"
"så da mener jeg rundt på høyre siden, og så skal du opp ved siden av fjellet highest view point","0","41"
"mm","1","41"
"opp ved siden av, på venstresida der eller høyre?","0","41"
"i mellom spring box og highest view point skal du opp","0","41"
"ok","1","41"
"og så skal du over fjellet og rundt og ned igjen på høyre siden","0","41"
"oi","1","41"
"ja oi, haha","0","41"
"ok, haha, ja","1","41"
"og så skal du ned mot safari track","0","41"
"hvor langt, eh, sånn at jeg skal treffe rett på den?","0","41"
"du skal eh være en halvannen centimeter over eh forhjulet da, på høyresiden, hvis det er det som er forhjulet. Eh, så ned der, og så skrått n- skal vi se, førtifem grader eh til venstre nedover","0","41"
"eh ned forbi på venstresiden av safari truck, ned under field station, men over banana tree, gjennom der passasjen","0","41"
"ok","1","41"
"så ned her, men over banana tree. Oi, det sneiet bana tree ganske","0","41"
"da gjør du det riktig","1","41"
"ok, woho","1","41"
"eh så langs langs eh bladene på toppen av banana tree-et, og så skal du ned til venstre, på venstre side, eh og ned på venstresiden av gold mine og rett under gold mine, eh til høyre","0","41"
"mm","1","41"
"mm","1","41"
"ok","1","41"
"til høyre","0","41"
"oi, oh, stygg strek, ok ja. Og så?","0","41"
"haha","1","41"
"og så skal du eh, skal vi se, under der det står gold mine","0","41"
"ja","1","41"
"og litt oppover eh over, rett over, jeg tror det het, haha, rape bridge xxx, haha, xxx","0","41"
"haha","1","41"
"rett over road bridge","0","41"
"du, du skal ikke, nei du skal ikke over, du skal r- faktisk over broen, du skal på broen. Eh du skal eh over eh der man går, og under der man holder fast i i tauet langs road bridge","0","41"
"å?","1","41"
"(sukk)","1","41"
"åja","1","41"
"mm","1","41"
"mm","1","41"
"det tror jeg faktisk ble en ganske bra strek","0","41"
"eh nydelig","1","41"
"ja","1","41"
"skal du rett over den, og så skal du rett ned på høyresiden av sjiraffene og under","0","41"
"mm","1","41"
"og så skal du eh, skal vi se, det en bitteliten hump, du på en måte, du følger eh nei det er ikke så viktig, du skal i hvert fall under Great Lake videre med en liten hump oppover først","0","41"
"ok","1","41"
"åja ops, jeg glemte den humpen","0","41"
"det gjør nok ikke så mye","1","41"
"ok, og så under Great Lake?","0","41"
"så skal du under Great Lake, og da er du nesten ferdig, for du skal bare rett opp halvannen centimeter til venstre, og så bittelitt til eh høyre, og sånn buet strek, du bare følger kurven, og er det ca, skal vi se, førtifem grader opp til venstre fra der Great Lake-symbolet på en måte ender","0","41"
"(sukk)","1","41"
"ok, her da","1","41"
"eh","0","41"
"haha ja, det der er, der er finish?","0","41"
"da er du finish, xxx","1","41"
"altså, fordi s- i rock falls skal jeg inn noe","0","41"
"du skal ikke i noe rock fall, det må være, det er l- lureri","0","41"
"ok","1","41"
"da slipper jeg der da?","0","41"
"ja, det stemmer","1","41"
"ok","1","41"
"oi, nå så jeg musen plutselig","0","41"
"(sukk)","1","41"
"xxx","0","41"
"mm","0","41"
"kan jeg se?","0","41"
"ja, nå var den close, haha, du har mye riktig","0","41"
"haha","1","41"
"jeg trodde jeg var bra jeg, ok hva, enter? der ja","0","41"
"det var jo stort sett veldig bra da","1","41"
"whoh","0","41"
"ok, ok","0","41"
"haha","1","41"
"og litt av poenget var at vi skulle gjøre så mange som mulig da","0","41"
"take me through this, haha","0","41"
"haha","1","41"
"ja ok, vi må, nei jeg skal ikke ha haha","0","41"
"b- bli- blir man bedre av å eh eh øve på dette her?","0","41"
"haha","1","41"
"eh, jeg tror det, jeg tror det her er team building og, vi kommer til å gå ut herfra som bedre venner. Oi, ok du ser starten, ved hay stack-en?","0","41"
"ok","1","41"
"mm","1","41"
"oi","0","41"
"jeg ser starten","0","41"
"du skal lage en rolig, liten sving eh så tett den der h-en i hay stack som du klarer det","0","41"
"mm, så under på venstresiden?","0","41"
"mm","1","41"
"eh og så du skal ikke under hay stack-en, du skal på en måte stoppe ved h-en, og så skal du ned, men litt skrått mot margen din da, litt sånn skrått ut, kanskje sånn, ja en og en halv centimeter, lage en liten bue der, og så stopper du når du er på på en måte linje med carpenter-tittelen, og så drar du litt rett bort til du møter den der krakken nesten, foran carpenter-huset","0","41"
"ok","1","41"
"ok, så litt skrått til venstre?","0","41"
"mm","1","41"
"rett og så under xxx?","0","41"
"ja, på en måte på samme linje som der teksten står, samme høyde","1","41"
"mm","1","41"
"og så drar du skrått opp, du skal på en måte eh rolig eh kose deg med kanten på huset her, så du skal eh, over krakken og så når du kommer til på en måte","0","41"
"så snitte rundt krakken på en måte i en bue?","0","41"
"ja, ja egentlig","1","41"
"og så når du kommer opp til der taket starter på det carpenter-huset, så skal du opp en centimeter, eh rett opp","0","41"
"mm","1","41"
"ok, der sånn trekker jeg opp en centimeter xxx","0","41"
"mm","1","41"
"der, og så møter du green bay, ikke sant?","0","41"
"eh ja, da må jeg litt over en centimeter, men eh","0","41"
"ja, haha kanskje det","1","41"
"ok haha","1","41"
"og da møter du green bay, og så følger du egentlig bare linja på green bay","0","41"
"taper jeg?","0","41"
"haha, sa du, sa du green day?","0","41"
"ser du den? ser du den?","0","41"
"nei, gree- haha, men ja","0","41"
"haha ok, haha","1","41"
"eh nå, nå er jeg ganske nær den, men eh, men er det meningen?","0","41"
"og s-","0","41"
"det er perfekt","1","41"
"og så når du kommer til, du ser at green bay-en har en liten sånn tupp til høyre, vi kan kalle den en tupp. Og når du kommer til den tuppen, så skal du dra streken ned til s-en på seven beaches","0","41"
"mm","1","41"
"det er en tupp","1","41"
"ja, nå gikk jeg rett ned, men i hvert fall på samme høyde så bo- skal jeg helt bort?","0","41"
"ja, haha ja, bra, haha","1","41"
"gå ned til den s-en der ja, og så skal du mellom seven beaches og eh chapel. Så da skal du over chapel-et, under seven beaches-en her, og følge liksom chapel-et litt rundt, ned, eh, åja, det her var litt gøy. Ok, så når du, haha, du har kommet forbi chapel-et på en måte, ikke sant? eh og da skal du ned, men du skal prøve å lage et lite sånt hakk, haha, hvordan forklarer man det her? haha, ok, så du, haha, du ser det står et reclaimed field, ikke sant? vel du skal over det. Så du skal på en måte under chapel, men så skal du li- et lite innhakk til venstre","0","41"
"ja","1","41"
"haha, nå er jeg spent","1","41"
"mm","1","41"
"haha","1","41"
"mm","1","41"
"lite innhakk til venstre","0","41"
"mm","1","41"
"før du går ut igjen og følger rundt reclaimed fields, og det blir en veldig fin sånn utstikker","0","41"
"mm","1","41"
"så du lager rundt reclaimed fields, og så følger du bare eh tittelen holdt jeg på å si, eh til venstre","0","41"
"der det står reclaimed fields?","0","41"
"ja","1","41"
"tar du til venstre, så stopper du ved der du ser at på en måte tegningen stopper","0","41"
"o- ok","1","41"
"så du har innrammet den litt","0","41"
"du mener at jeg skal hele veien rundt reclaimed fields da på en måte?","0","41"
"ja","1","41"
"så du stopper du, du går fra toppen, ikke sant? eh un- under chapel, men over reclaimed, og så tar du jo til høyre og lager den fine lille buen din","0","41"
"eh åja, ikke til venstre?","0","41"
"nei, haha, nei sorry, min feil, min feil, ok, men nå skal du være rett over eh den tuppen som du da kan se på crane bay","0","41"
"nei, haha, ikke til venstre, haha","1","41"
"så det var først bue, bue på høyresiden av chapel, og så var det en bue på høyresiden av reclaimed fields","0","41"
"av reclaimed fields, ja","1","41"
"ja","0","41"
"nå er jeg på venstresiden, skal jeg bare gå tilbake, eller?","0","41"
"ja","1","41"
"ja, vi prøver det","0","41"
"sånn, sånn, ok der ja","0","41"
"og så høyre, haha","0","41"
"skal jeg under teksten da, på en måte?","0","41"
"ja, under reclaimed fields","1","41"
"under reclaimed fields-teksten?","0","41"
"mm","1","41"
"nå eh lager jeg en sånn strek under, hvis det stemmer?","0","41"
"ja, det er så bra","1","41"
"nice","1","41"
"og så stopper du på en måte der tegningen stopper me- under st- eh under teksten holdt jeg på å si, under streken, eh og så drar du rett ned fordi da ser du at den der crane bay ligger under der, ikke sant? og da skal du følge den der lille flotte eh dumpen du ser på crane bay, den skal du bare følge tett tett tett tett tett","0","41"
"eh ja","1","41"
"mm","1","41"
"mm","1","41"
"yes, hvor tett?","0","41"
"mm helt tett","0","41"
"oi, sånn at det nesten overlapper?","0","41"
"nesten","0","41"
"ok","1","41"
"og så eh stopper du på den andre tuppen","0","41"
"ja","1","41"
"på crane bay, og så s- da skal du litt ut, kanskje en halv centimeter ut","0","41"
"til venstre?","0","41"
"ja","1","41"
"og så skal du skrått ned under xxx, og l- du kan lage en understrek der","0","41"
"skrått ned, og så understrek","0","41"
"mm","1","41"
"mm","1","41"
"og så skal du skrått ned igjen forbi attractive cliffs","0","41"
"skrått ned til venstre?","0","41"
"mm, venstre for attractive cliffs","1","41"
"oi, og her skal du utenfor kartet, wow, ok, ja, men det går bra, det går fint fordi nå er du rett ved venstre for attractive cliffs ikke sant? og så ser du et chest nut tree","0","41"
"og så","0","41"
"oi seriøst? dette blir interessant","1","41"
"ja","1","41"
"jeg ser et chest nut tree","0","41"
"ok","1","41"
"fordi det morsomme nå, du skal til venstre, fortsett, men du skal utenfor margen, eh litt, og så skal du","0","41"
"en centimeter pluss?","0","41"
"nei, ikke n-","0","41"
"xxx, haha at du kunne jobbet et lite hakk fortere, men eh","0","41"
"ja, haha","1","41"
"ja, for det var nok tempoet det gikk på, men jeg følte at vi gikk for kvalitet","0","41"
"mm","1","41"
"ja, og jeg tenker at så lenge vi liksom treffer, matcher så godt som mulig, så er det det viktigste","0","41"
"ikke sant, at de kommer til å se og være sånn: shit, det er jo historisk hvor overlappende det her er, haha, det håper jeg","0","41"
